Ulasan,Label
Penyakit supercell dari dulu lawan selalu gak seimbang. Baru download lagi masih aja kaya dulu COC nya juga sama cuma liat dari trophy level gak seimbang . Aneh gak berubah-ubah,Negatif
nice,Positif
tidak bisa log in,Others
alhamdulillah akunku kembali,Others
kalah mulu susah amat gamenya,Negatif
lumayan aadaa peningkatan game inii,Positif
goggle play sekarang sudah tidak bisa di akses login juga ribet,Others
"Gila gw top up kagak masuk,sedangkan saldo udah ketarik",Negatif
bagus,Positif
"Game asw, pertandingan yang gk adil 💩💩💩💩💩💩💩💩💩💩💩💩💩",Negatif
mantap,Positif
Geme bikin stres bukan malah suka malah benci,Negatif
ok bagus sekali,Positif
Gamenya bagus ga boros kuota tapi download sangat boros,Others
GAME ANEH..PEMILIHAN MUSUH SELALU DIBUAT SUKAR..KAMU KIRA AKU MAU BELI DENGAN UANG UNTUK GAME KAMU?? JANGAN MIMPI KAMU..YG ADA AKAN KU UNINSTAL GAMU KAMU INI..SUPER CELL..MASA PLAYER LAMA DARI AWAL GAME RILIS SLALU KALAH LAWAN PLAYER PEMULA YG MODAL UANG DOANG..ANEH,Negatif
"Kepada pihak supercell, pada saat saya melakukan pembelian gems pertama saya, saya melakukan transaksi dengan baik dan lancar dan sempat melakukan pembelian beberapa item di shopnya. Namun pada saya kembali login di esok harinya saya mendapatkan bahwa gems saya telah di tuliskan minus, dan saya tidak dapat sama sekali melakukan pembelian dengan gems yang saya sisakan di hari sebelumnya. Tolong pebaiki bug tersebut dan pulihkan akun saya agar dapat melakukan penggunaan gems kembali. Terima kasih",Others
The matchmaking is absolutely unbalance,Negatif
seru kotaknya terlalu lama dapatkan hadiah,Others
"Lawan trofi gak pernah adil, kalo main trofi tuh disamain dong kartunya punya gua yg lvl 11 king 12 lawan card lvl 15 king 13 hadeh gimana mau adil",Negatif
Pay 2 win bye,Negatif
game old,Negatif
card Hero saya kok pada ga kebuka,Others
bagus,Positif
seru banget,Positif
Nerf miner,Others
ok,Others
game bagus,Positif
"Tolonglah clash Royale, kasih musuh yang seimbang level kartunya.",Others
nice,Positif
"Kalau di match sering ketemu musuhnya yang jauh lebih banyak tropynya, sehingga kalah level dan akibatnya kalah di pertandingan karena perbedaan level yang jauh",Others
Sekarang game nya gak seru. Udah pay to win sekarang mah. Gak usah download lagi aja kalo buat yang mau balik lagi ke ini game,Negatif
Kasih lawan yg seimbang lah lol..,Negatif
njing servernya benerin.. putus koneksi terus. game busuk.,Negatif
game nya seru banget,Positif
Lawan gak imbang level e coookkk,Negatif
jaringan agak berat,Others
good,Positif
game nya terlalu asik min,Positif
Saran aja nih jangan sering bag deh game nya,Others
Play to WIN GAME🍺🍺🍺🍺🍺🍺,Others
Gameee kaya taiii musuhhh kadanggg nggak sekimbanggg mana kalah mulu jembutt,Negatif
mantap banget tambah makin seru,Positif
"Game pay to win dan ga adil banget, cm bikin kesel, ga ini ga coc sama aja, masa lawannya selalu jauh diatas kita, dan ini permasalahan klasik yg selalu terjadi",Negatif
Be Fair In Battle I Am Only Level 10 I Face Opponent Higher level than me even their cards are freaking max..,Negatif
Beri musuh dgn level seimbang,Negatif
manteppp,Positif
baik,Positif
"Apa apaan ini. Makin hari makin ngawur saat pemcarian lawan. Saya Level 10 mesti sering2 ketemu lawan Level 13 Mana Lagi Kartunya beda jauh pula levelnya, Makin ngaco sekarang",Negatif
suka,Positif
Game gak jelas masa main sampe turun 1 arena gak jelas!!!!!!,Negatif
"Trash game, lol matchmaking",Negatif
balikin akun lama gw bng,Others
gamenya bagus dan nostalgia waktu kecil main nih game,Positif
IT'S CLEAR EVERY CARD GIVEN IS STRENGTHENED DON'T NEED TO BE STRENGTHENED TO BALANCE AGAINST OPPONENTS WITH LEGENDARY CARDS WHILE I AM UGLY,Negatif
Tolong lah kasih musuh itu yang seimbang /-_,Negatif
ini sangat seru aku kasih bintang 5 ya karna gem buatan super sel gaada obat ⚡😁,Positif
buat iseng (menghibur),Positif
Netral,Others
ok,Others
"Supercell kasih musuh yang imbang lah masak di arena 6 musuh udang punya penembak meriam, tiga musketeer dan evolusi barbarian",Negatif
"Turet putri mode nya ga ngotak , lol bgt dah",Negatif
This game so slowly,Negatif
Game bagus dan seru,Positif
Gue level 5 lawannya level 10.. siapa yang mulai duluan berarti harus siap kalah wkwkwk. asu ni game,Negatif
Halo pihak supercel tolong turunin mb nya jangan gede gede mb nya pengen Download GAME ini terima kasih.....,Others
Game gak guna masak level bawah di musuhin level yg udah tinggi,Negatif
Masih aja ada yang pake cheat. Awal kira cuma disconnect tapi kok lama pas loading screennya (koneksi internet aman) pas dah bisa masuk darah dah pada sedikit dan darisitu gabisa di comeback. Tolong perbaiki lagi soal anti cheat nya Supercell. Terima kasih,Negatif
Game T4i nge-push 1 arena lamanya bukan maen,Negatif
"Sering sekali saya mendapatkan lawan yang tidak adil dan pasti hasil nya kalah,harus banget kah melawan orang yg benteng nya selisih 2 atau 3 diatas kita ? Sungguh sistem yg aneh dan sangat merugikan player!!!!",Negatif
Nu bener bae level 9 lawan level 11 cari emosi aja ni game,Negatif
"Game dancok, ga di samain kekuatannya, masa raja 9 di lawanin raja 11. Otak lu di mana bego",Negatif
"Selain pay to win, game ini tidak adil. Lawan selalu level 15, padahal pemain seclan lawannya ga level 15.",Negatif
nicee,Positif
"Developer kurang pinter, yang bener aja level 10 ketemu lawan level 13, parah,, coba aja developer main sendiri lvl kecil lawan level besar bakalan keok",Negatif
game nya bagus saya dulu main ini lag lag tapi GK tau sii pokoknya menyenangkan lah,Positif
"Match gak imbang, bikin tambah stres",Negatif
"Game yang asik, asik kalau ketemu lawan seimbang. Game kompetitif yang menurutku layak dicoba. Dibalik matchmaking yang buruk, game kayak gini cukup unik sampai sampai banyak game yang mengikuti atau bahkan menjiplak game ini! Namun aku sendiri nge-drop game ini karena hampir selalu ketemu lawan yang 2-3 level diatas ku, gimana gak stress? Yah.. kalau kamu butuh adrenalin 1vs1, cobain deh.",Others
Rumah dijual rumah dijual di DKI masih ada beberapa cara yang bisa Anda lakukan adalah Gabriel Batistuta ini akan rela bila melihat dirimu sendiri aja gak bisa puas dengan apalagi jika make the ini adalah saya tidak menginginkan apapun itu 563mk,Others
"Aku sudah lama main game ini, dan sudah lama juga berhenti. 25 Mei 2024 ini aku main lagi, tutorialnya aneh banget nggak bisa di skip bikin susah, parah. Dan yang paling bikin kecewa adalah kartuku banyak yang hilang. Soal susunan dek tetap meski udah beberapa tahun tetapi kartuku, kartuku banyak yang hilang. Aku udah punya banyak banget kartu legendaris sekarang tinggal 2. Lv kartuku semuanya turun. Perkembangan game emang bagus . Tetapi kenapa ada penurunan kartu? Udahlah Uninstall. Acalapati",Negatif
good,Positif
ok bagus,Positif
Males Maen ni Game Pay to Win,Negatif
"Lawan yang tidak seimbang,saat ada nya event",Negatif
Sumpah aku bilang sih game ini seruu amat utk dimainin dg teman tapi sayangnya gabisa add temen gitu secara langsung..... Saran ku utk supercell bisa add temen agar lebih mudah gitu aku dukung kok game nya cuma yah kekurangan nya itu utk sementara game nya have fun dan menarik strategi aku suka game kyk gini..... Kesalahan kecil ku tadi ditambahkan supercell agar lebih mudah berkomunikasi gitu terimakasih........,Positif
Lelet pas masuknya,Others
Perbedaan lever raja dan peleton saat pencarian lawan bermain terlalu jauh yg membuat para player baru semakin sulit untuk memainkan gamenya,Others
kocak level 10 ketemu 13 mana level kartunya sulit banget di tingkatin,Negatif
GAME TERLALU PAYYYY TOOO WIIIIIINNNNN.....,Negatif
nice game,Positif
"Kalau kasih lawan yang seimbang lah, ini tropi beda jauh di atas kita lawannya",Negatif
saya sudah lama tidak main dan saat saya memainkan nya lagi clash royale terasa sangat seru.,Positif
asik,Positif
Ketemu lawan ngga sebanding,Negatif
duel pemikiran,Others
okk mantap bikin ngaceng,Others
good,Positif
ohh,Others
"Bangke ngasih lawan ga sepadan, musuh cepet banget Regen Elixer",Negatif
Keren seru banget,Positif
bagus da game superslel itu bagus semua,Positif
🅑🅐🅖🅤🅢,Positif
"Kalau terjadi bug jangan salahkan player untuk menerima konsekuensi seperti penghapusan kartu atau hilangnya kartu. Jika kartu tersebut dihapus sedangkan player telah mengupgrade pihak supercell tidak mengganti gold player tersebut, ini sangat merugikan player",Others
cukup seru dan santai lah,Positif
"matchmaking sampah,naikan gaji karyawan anda agar membuat game yg adil dan berimbang",Negatif
Too much lag after update. Bye,Negatif
👍👍👍siiip,Positif
game ny bagus,Positif
Ok,Others
nice,Positif
"The matchmaking is unfair,,i delete this game sorry!",Negatif
Gamenya bagus tapi ngetroll dikit gak ngaruh paling cuma sampe turun 3 atau 4 rank,Negatif
P2W banget,Negatif
Kenapa waktu gwwww pakaaaaai maahaaaaa kitabbb sihirrrr gak langsunnnnggggg keeeeeee leeeeevvvvvveeel 14 hah,Negatif
Game ga jelas,Negatif
Semakin payah 👎🏻,Negatif
gamenya okelah,Others
Kok kalah terusssssssssss woyyyyyyy superceel,Negatif
sangat bagus semoga bisa di kembangkan lebih baik lagi,Others
okee,Others
gamenya seru banget dan bernostalgia bagiku karena saya pernah main ini di tablet Samsung Galaxy👍🏻👍🏻,Positif
Pay to win Musuh di arena 6 sudah memiliki pangeran lvl 10 dan peremuk tembok. Permainan sangat² tidak adil. Dek saya dan dek musuh tidak balance. Sungguh game pay to win. Cukup menjijikkan karena ini terus terjadi di arena 6,Negatif
terlalu Pay2Win,Negatif
"for developers, why is my skeleton king missing and my golden knight is missing the card for upgrading even though yesterday it was there now I checked and everything I found was gone",Others
😚😚😚,Positif
lebih bagus dari ff,Positif
susah ngumpulin penembak mercon & pondok goblin sudah level 15 kenapa bisa turun jadi level 13 ngulang upgrade lagi level 14 bingung kok bisa sih,Negatif
game rusakk parahhh...menghubungkan ulang terusss,Negatif
terlalu ez,Others
I hate this game,Negatif
keren,Positif
Game ngelek padahal jaringan sudah bagus tapi tetap ngeleg padahal buka aplikasi lain lancar banget tolong buat suppercel perbaiki lagi game nya agar tidak ngeleg,Negatif
josss,Positif
Bnyk cheater gbisa di report,Negatif
lag,Others
Kelemahan game ini gak ada sinyal dikit langsung keluar. Makanya gak laku sekarang.,Negatif
good game,Positif
Nggak ada kitab kartu nggak asik .... + game burix lawan selalu level lebih tinggi tinggi,Negatif
Gamenya nggak adil,Negatif
"sering keluar sendiri,. bikin waktu terbuang sia2",Negatif
ok,Others
Trofi kecil di kasih musuh trofi gede gimana coba,Others
Bagus,Positif
Gem bagus,Positif
Gamenya gak ngerti cara pilih lawan yang seimbang,Negatif
"Akun lama dri facebook gabisa kembali, gimana coba",Negatif
Info es teh angget bolo,Others
mantap bos ku lanjut biar tambah rame tambah bagus,Others
Buruk,Negatif
kalah level = kalah mutlak,Negatif
ez musuh na,Others
Paytowin game,Negatif
Bad game,Negatif
"TOLONG PERBAIKI! JARINGAN AMAN, BAGUS, EHH MALAH KELUAR SENDIRI PAS LAGI WAR!!",Negatif
GUA UNINSTAL soal nya ga nyambung lawan nya di atas level kita mulu. Ga danta. Rusakk,Negatif
Ceater nya tolong bersihkan masa elekssirnya g ngotak,Negatif
Info clan bang,Others
Game babi game anjing game kaya game monton aja cr tolol,Negatif
Kurang bagus lvl15 udh di turunin lagi👎👎👎👎 mending jgn dwomload,Negatif
parah supercell jawara gw udah lvl 14 diambil kembali. cuma di ganti koin 100k udah cape cape naikin pake buku. cuma di ganti koin doang. auto uninstal dah terlanjur kecewa,Negatif
are you seriously,Negatif
Nice,Positif
Game gak jlas. Tiap gua main kalah. Setelah gua ganti kartu tetep aja di kasih lawan yg punya counter kartu gua. Kocak. Nanti klo udah lama gk main. Pas main lagi. Baru dah di kasih menang mulu.🤣 Udah di seting emang.🤣🤣🤣 Game sampah,Negatif
this is a good game but why is luck to get a legend card so difficult and why is it that when you want to move up in rank you always lose and win and lose again?and why my friend is so lucky,Others
Woi developer tolol bonus hp buat evo malah dikurangin player f2p mana ngangkat oon masak capek-capek ngumpulin shard malah mati cuman modal arrow dasar idiot kalo kapitalis jangan gitu banget komtol,Negatif
"Hey supercell kenapa sekarang clash royal sering bermasalah soal koneksi tidak stabil, kecepatan lambat dan lag. Kenapa ini terjadi? Jika itu karena jaringan lokal di tempat ku yang bermasalah, tapi kenapa ketika aku menggunakan nya selain game clash royal, misal YouTube, browsing internet/download, login game lain, tetap berjalan dengan lancar. Kenapa selalu akhir-akhir ini clash royal sering lag, apakah karena server nya? Tolong di perbaiki soal koneksi tidak stabil. Saya di negara Indonesia.",Negatif
Beli permata 1000 yg 16rb udh diabyar permatamy ga masuk² pler Nama= LORD GWYN baru main Malah dibikin kecewa,Negatif
"Sering kali di 1 menit terakhir musuhnya ngebugs.. elixir musuh jd ga habis"", padahal kita tw berapa konsumsi elixirnya.. contohnya musuh sering keluarin PEKKA dan pangeran secara berbarengan, dah cepat sekali musuh elixirnya untuk regen.. udah sering pengaduan tapi yang jawab selalu bot, tidak ada perbaikan..",Negatif
Pay to win,Negatif
mantap game seru,Positif
"Weh ada apa ini!,saya beli gems Legal di aplikasi anda sebanyak 1000 gems tapi besoknya hilang dan semua gems yg telah saya beli malah jadi minus SAYA JADI ADA MINUS -489,APA APAAN INI",Negatif
"dimana letak keadilannya, musuh gak seimbang",Negatif
"Game taii di suruh lawan yg LV nya lebih tinggi terus,,sama LV pletonya tinggi",Negatif
mantapss,Positif
permainan yang bagus dan sangat seru,Positif
parah ngga asik lawan ngga imbang. buka peti juga waktu lama. mebosankan.,Negatif
"Matching gak seimbang gak guna, level dan kartu pasukan lawan lebih tinggi dari kita membuat ketidakstabilan dalam melakukan battle",Negatif
sangat menghibur,Positif
👌,Positif
Setiap main koneksi selalu hilang. Tolong developnya diperbaiki game nya,Others
Ok,Others
Kadang kadang lawannya lebih kuat Game ter adil nyari musuhnya masa lvl kartu musuhnya beda jauh,Negatif
nice,Positif
Game pepek nggak ada yang namanya penyesuaian pemain anjeng,Negatif
Tolong perkecil jumlah emas pada update level,Others
mantap,Positif
Game nya bagus,Positif
Game haram udh dikasi menang 3 kali abistu langsung kalah 5x game haram gw rate 1 anak asu,Negatif
keren,Positif
"Jgn main game ini, klo lu gk punya duit, mnding main game lain drpda lu stress",Negatif
Bismilah hoki,Others
Gem terlalu easy,Others
bagus,Positif
Susah,Others
Game ini sangat bagus aku suka game ini,Positif
"saya sudah memainkan clash royale dari 2018, setelah saya memainkan lagi di tahun ini, ada kejanggalan yang sangat serius, yaitu sejak kapan clash royale menjadi game pay to win ??? mohon supercell dengan bijak menanggapi hal ini",Others
Bagus game nya hoho,Positif
Saya baru main,Others
game nya sangat seruh dan menyenangkan aku suka game ini jadi gw promosi ni game yang bagus,Positif
gem nya seru !!! jdi dikasih bintang 5,Positif
mantul,Positif
asik,Positif
Ampas,Negatif
sangat menantang menyala abangku,Positif
game buriq boros elixir,Negatif
bagus,Positif
ok,Others
Jelek pokonya,Negatif
Game tolol,Negatif
keren,Positif
Pertempurannya ga adil masak level musuhny d atas kita wajar kalah terus game aneh,Negatif
game nya sekarang bisa dibilang p2w dan machtmakingnya udah gak seimbang,Negatif
"Ga ada otak lawan nya levl 12 13 sedangkan aku level 11, 😴",Negatif
Maaf untuk saat ini bintang satu dulu karna ada masalah tentang Pembelian item yg sudah terbayar tp item belum terkirim ke game dan untuk pusat bantuan atau dukungan Opsi pembelian tidak tertera disana saya akan tambahin bintang ketika dana sudah kembali atau Item sudah terkirim ke saya terima kasih,Others
Game pay to win 👎,Negatif
Kenapa Supercell ID tidak bisa dibuka...?,Others
Lawan memiliki level lebih tinggi tolong di perbaiki,Others
main mudah,Others
"keren gamenya dan juga asik, namun ada bug yaitu Hero sering nge stuck di kolam air",Others
kasih aja terus yg level nya kalah jauh,Negatif
Seru,Positif
kece,Positif
matchmaking gajelas goblog,Negatif
keren,Positif
game kgk adil dapet lawan yang level nya tinggi mulu lol,Negatif
gamenya sangat keren Saya sangat suka game ini dan saya mau satu minggu di-update ya,Others
sangat menyukai game ini.. sangat bagus,Positif
gamenya bagus,Positif
matp,Positif
Game yang bisa dibilang paling gak adil yang pernah dimainin.,Negatif
bagus,Positif
